id_str,country,place_type,full_name,name,created_at,text,sentiment
926733422869078016,United States,city,"Alexandria, VA",Alexandria,2017-11-01,"On this flight, our lineup includes a metal band, six coloraturas, a theremin quartet, and a recital  of beginning https://t.co/tXdBVBETAa",neutral
926740610228224001,United Kingdom,city,"Ellesmere Port, England",Ellesmere Port,2017-11-01,@SouthwestAir Please follow me back asap now please,negative
926744401354747905,United States,city,"Dania Beach, FL",Dania Beach,2017-11-01,Never had this bad of an issue with flying until I had to fly with @JetBlue .... @SouthwestAir needs to get jet blue out if business,negative
926745148712718336,United States,city,"Linthicum, MD",Linthicum,2017-11-01,"@SouthwestAir Thnks for reply.  Wasn't on another flight, (it was already full) as door clsd told we've put you on https://t.co/vP0LloBPzf",neutral
926745364262252544,United States,city,"Linthicum, MD",Linthicum,2017-11-01,@SouthwestAir Stuck in Baltimore ugh,negative
926754623918100480,United States,city,"New Castle, PA",New Castle,2017-11-01,@SouthwestAir just gave me a heart attack! I didn't realize check in for flights tomorrow was 23 hours in advance until AFTER the panicking.,negative
926790697654435841,United States,city,"Atlanta, GA",Atlanta,2017-11-01,I fell asleep searching for flights &amp;  dreamed I won RT tickets to fly home for the holidays via @SouthwestAir  didnt want to wake up!,neutral
926790850016813061,United States,city,"Atlanta, GA",Atlanta,2017-11-01,I fell asleep searching for flights &amp;  dreamed I won RT tickets to fly home for the holidays via @SouthwestAir  didnt want to wake up!,neutral
926790942937567232,United States,city,"Atlanta, GA",Atlanta,2017-11-01,fell asleep searching for flights &amp;  dreamed I won RT tickets to fly home for the holidays via @SouthwestAir  didnt want to wake up!,neutral
926792727999795200,United States,city,"Orlando, FL",Orlando,2017-11-01,@SouthwestAir third times the charm right? Please dont be ratchet ,positive
926799741744177152,United States,city,"Olathe, KS",Olathe,2017-11-01,".@SouthwestAir let me guess, my flight in 24 hours is actually not for another 25 hours? Cant check in #DaylightSavingsTime",neutral
926801185729736706,United Kingdom,city,"Hammersmith, London",Hammersmith,2017-11-01,God what a terrible idea... https://t.co/Rgy2pSv7QG,negative
926801943191748613,United States,city,"Houston, TX",Houston,2017-11-01,"HMU for #southwest #buddypass #southwestairlines @ Houston, Texas https://t.co/vz0Fc9DHrk",neutral
926802557724479489,United States,city,"Olathe, KS",Olathe,2017-11-01,"Makes sense, thx @SouthwestAir! https://t.co/sRV8MCfL6T",neutral
926803755185483778,United States,admin,"California, USA",California,2017-11-01,I need to stop flying out of SFO!! 30 minutes still chilling on the damn run way.. what's up @SouthwestAir,negative
926874336639664129,United States,city,"Modesto, CA",Modesto,2017-11-01,You don't wanna miss your flight!  https://t.co/ynW79ZhIdE,negative
926878856962650112,United States,admin,"Indiana, USA",Indiana,2017-11-01,Its a 45 min flight from Hartford to DC but southwest has me flying six hours.. to Chicago then back down to DC .. fuckery,neutral
926878930119794688,United States,city,"San Diego, CA",San Diego,2017-11-01,"Watching @SouthwestAir 737s land at SAN while sipping coffee at @BirdRockCoffee 

Vibes for days..! https://t.co/uKHgq9LqAo",neutral
926881483406610434,United States,admin,"Missouri, USA",Missouri,2017-11-01,@johnwylie @SouthwestAir @BirdRockCoffee Nice pic!,positive
926881811799658497,United States,city,"Dallas, TX",Dallas,2017-11-01,This is the first @BoeingAirplanes 737-300 off the line. It was for @SouthwestAir. First flight was with https://t.co/7RuzDaMeP0,neutral
926883441378856960,United States,city,"Washington, DC",Washington,2017-11-01,"Sending LOVE from @HowardU + @Georgetown. From the looks on their faces, this year's college tour was a SUCCESS. Th https://t.co/Zw3eDU0IKO",positive
926885485074571264,United States,admin,"Colorado, USA",Colorado,2017-11-01,Odds of getting a seat at airport with @SouthwestAir  that charging portals and plugs work - 1/20.  Just checked,positive
926889406291759104,United States,city,"Kansas City, MO",Kansas City,2017-11-01,"I'm at Southwest Airlines - @southwestair in Kansas City, MO https://t.co/z8O6iigZK4",neutral
926890075836710913,United States,city,"San Diego, CA",San Diego,2017-11-01,My homies at Southwest flying into SAN! Im all about that #SouthwestHeart  https://t.co/06umjlyGSs,neutral
926891390998638595,United States,admin,"Florida, USA",Florida,2017-11-01,Hey @SouthwestAir is mobile check in not working? Getting an error that my 3:15 ET flight for tomorrow isn't eligible for check in yet?,negative
926892895420014592,United States,city,"East Longmeadow, MA",East Longmeadow,2017-11-01,@senrobportman do you really think that Apple computer and Southwest airlines is a 15% reduction in their taxes ? NO WAY GOING Down ,neutral
926893811728465920,United States,city,"San Francisco, CA",San Francisco,2017-11-01,"UFFF, whos trying to go to Cabo with me though!? https://t.co/WnxJSlmh4H",neutral
927164771685761028,United States,city,"Phoenix, AZ",Phoenix,2017-11-01,Grateful for the journey and safe flight on @southwestair from https://t.co/myfmNkZdNU,positive
927165090369015808,United States,city,"Fort Lauderdale, FL",Fort Lauderdale,2017-11-01,@SouthwestAir My flight leaves FLL at 4:35pm today. How early can I check in my bags?,neutral
927165298389766144,United States,admin,"Georgia, USA",Georgia,2017-11-01,I hope i can do my intern with Southwest Airlines ,neutral
927165490199490563,United States,neighborhood,"Dallas Love Field, Dallas",Dallas Love Field,2017-11-01,@SouthwestAir your customer service at gate 17 at Dallas love field was just terrible. They announced last call for boarding on a flight (1),neutral
927165633971793921,United States,neighborhood,"Dallas Love Field, Dallas",Dallas Love Field,2017-11-01,(2) @SouthwestAir and that flight hadnt even started boarding yet but she INSISTED I had missed my flight and everyone was already on,negative
927165957885308928,United States,neighborhood,"Dallas Love Field, Dallas",Dallas Love Field,2017-11-01,@SouthwestAir traveling is already stressful without people giving me false information. The guy at the gate was so kind but the lady (3),negative
927166090601467905,United States,neighborhood,"Dallas Love Field, Dallas",Dallas Love Field,2017-11-01,"@SouthwestAir actually BOTH ladies at the desk were incredibly disorganized and ignorant to what was going on (4, final)",negative
927172481370218496,United States,city,"Houston, TX",Houston,2017-11-01,@SouthwestAir Kudos to gate agent boarding full flight LV #3878 for sticking to ALL boarding process rules for those jumping lines! Thanks ,positive
927172897516507136,United States,city,"Minneapolis, MN",Minneapolis,2017-11-01,gm....  this is getting in the way of my #hometime...  @southwestair @ Southwest Airlines at MSP https://t.co/7RmTA59z6m,neutral
927175117033082885,United States,city,"Kenner, LA",Kenner,2017-11-01,Heading back to Los Angeles on @SouthwestAir and played #californiamillions - spun the wheel and won! Great start to #Sunday,positive
927176176388526080,United States,city,"Addison, TX",Addison,2017-11-01,"Ive never flown on @SouthwestAir but if the pilot employees buy the Boss a @harleydavidson motorcycle, theyve got https://t.co/oVvMoCmRaE",neutral
927181587682398208,United States,city,"Nashville, TN",Nashville,2017-11-01,About to board @SouthwestAir  for Dallas.  Lets fly SWA!,neutral
927182850687987713,United States,city,"Northampton, MA",Northampton,2017-11-01,Woke this morning remembering the pilot on my flight from midway to Bradley SANG A CAT LULLABY AS HE DIMMED THE CABIN LIGHTS @SouthwestAir ,neutral
927186349454540802,United States,city,"Houston, TX",Houston,2017-11-01,"To the @southwestair pilot at HOU gate 48, I see you! Thanks for waving back.  https://t.co/cEByzgzewe",neutral
927188706733240325,United States,city,"Olathe, KS",Olathe,2017-11-01,@SarahGilliland @SouthwestAir I want to be in your squad! So fun!,positive
927191583631409152,United States,city,"Phoenix, AZ",Phoenix,2017-11-01,This pup is living the ruff life in her own seat on @SouthwestAir Think shes going to #DF17? She looks like a https://t.co/QuOZ8W53lG,positive
927192124046524416,United States,city,"Santa Clarita, CA",Santa Clarita,2017-11-01,Thank you @SouthwestAir!! One more reason why you are the best! https://t.co/VcSA2dnOZO,positive
927197784721125377,United States,city,"Paradise, NV",Paradise,2017-11-01,"@SouthwestAir I am disappointed, and truly saddened, that way this was handled. My father didnt get to say Goodby https://t.co/n0EAWjgq87",negative
927197823497592833,United States,admin,"Maine, USA",Maine,2017-11-01,@SouthwestAir its been well over the time frame given for my callback. Desperately need to change a flight for today cant do online!,neutral
927198472444379141,United States,city,"Paradise, NV",Paradise,2017-11-01,"Can everyone I know please share @SouthwestAir couldve handled this completely different,Theyre now too shook up https://t.co/otTqAoSCDP",neutral
927199322294202368,United States,city,"Seattle, WA",Seattle,2017-11-01,#Southwest quit being stupid and fly your planes out of #Seatac,negative
927199504415145985,United States,city,"Paradise, NV",Paradise,2017-11-01,"@SouthwestAir had no compassion towards my fathers grieving,please share #VegasStrong #Family #SouthwestAirlines https://t.co/G6s6ZXZROl",neutral
927201213740933120,United States,admin,"California, USA",California,2017-11-01,"28k feet, mobile wifi, 3hrs to burn on @SouthwestAir heading to #Dreamforce #DF17 it's time to get some #Trailhead https://t.co/shIncgXVT7",negative
927276285813932032,United States,city,"Los Angeles, CA",Los Angeles,2017-11-01,#SaluteToService https://t.co/DyIBkCbxCP,neutral
927276485412495360,United States,city,"San Diego, CA",San Diego,2017-11-01,"2 more reasons we only fly @SouthwestAir! JD &amp; Christian at San Diego Skycap are AMAZING! Life is hard sometimes, but you made life easier!",positive
927276560897359872,United States,city,"San Diego, CA",San Diego,2017-11-01,"2 more reasons I only fly @SouthwestAir! JD &amp; Christian at San Diego Skycap are AMAZING! Life is hard sometimes, but you made life easier!",positive
927278868536238080,United States,city,"Grass Valley, CA",Grass Valley,2017-11-01,My favorite airline @SouthwestAir adding more @IFlyOAKland destinations. AWESOME! https://t.co/f1uFV32bOw,positive
927280415085391872,United States,city,"Louisville, KY",Louisville,2017-11-01,@SouthwestAir Im in Louisville and my flight 4806 is delayed. I have a connecting flight out of Las Vegas 3620. Will I make it?,negative
927282580159942657,Turks and Caicos Islands,country,Turks and Caicos Islands,Turks and Caicos Islands,2017-11-01,Turks and Caicos welcomes @SouthwestAir  #Inaugural #OpenForBusiness https://t.co/Wt5Y9GMCAu,neutral
927283213176836096,United States,city,"Kansas City, MO",Kansas City,2017-11-01,"@BCLamble @JustinMeyerKC @SouthwestAir I support Q 1, but understand your process concern. At the end, we had competition &amp; transparency",neutral
927283471587971072,United States,city,"Kansas City, MO",Kansas City,2017-11-01,@BCLamble @JustinMeyerKC @SouthwestAir I acknowledge and wish process had been smoother but I think that doesnt offset need for new facility,positive
927283792640921601,United States,city,"Chicago, IL",Chicago,2017-11-01,There is good reason I fly @SouthwestAir. Inches matter. #tallpeopleproblems https://t.co/TINV5Av2HL,positive
927283812383432704,United States,city,"Villa Park, CA",Villa Park,2017-11-01,Really @SouthwestAir  a 3 hour delay for my flight tonight #unreal,negative
927284719540146177,United States,neighborhood,"Mitchell Field, Milwaukee",Mitchell Field,2017-11-01,Hey @SouthwestAir thanks for stranding 2 people w/ disabilities in Milwaukee by taking off on time after telling us our flight was delayed.,negative
927285247380787200,United States,neighborhood,"Mitchell Field, Milwaukee",Mitchell Field,2017-11-01,We were not notified that the flight was changed back to the original time until 6 minutes AFTER the plane took off. @SouthwestAir,neutral
927286226918440962,United States,neighborhood,"Mitchell Field, Milwaukee",Mitchell Field,2017-11-01,"The soonest @SouthwestAir could get us on another flight is tomorrow afternoon. We are stuck in Milwaukee with no bags, no place to stay.",negative
927288951957684224,United States,city,"Portland, OR",Portland,2017-11-01,This is the worst Southwest flying experience I've ever had. Weird computer error and now a terrible weather delay. Traveling for 17 hours.,negative
927294345883017216,United States,city,"San Jose, CA",San Jose,2017-11-01,"If @SouthwestAir could stop delaying my flights, thatd be gr8",negative
927296626225328128,United States,city,"San Jose, CA",San Jose,2017-11-01,"@SouthwestAir need these at Terminal B, Gate 23, SJC. Thnx https://t.co/dhXx8EdoDP",neutral
927299170871812097,United States,city,"Washington, DC",Washington,2017-11-01,"Richard Wahington: ""Standing where MLK stood during the March on Washington was amazing..we represent what he advoc https://t.co/pL0trDTh2k",positive
927299692165238785,United States,city,"Austin, TX",Austin,2017-11-01,Uhhh! Aahh!&amp; finally a WHOO!!! Closing out @votolatino's super #woke #vlpowersummit winning roundtrip https://t.co/OosUJQLa2d,positive
927299778500808713,United States,city,"Berkeley, MO",Berkeley,2017-11-01,Ugh @SouthwestAir please dont let my plane leave without me from STL to MKE. Weve been stuck on the runway for al https://t.co/zP2VKhGbpO,negative
927301709512265730,United States,city,"Tampa, FL",Tampa,2017-11-01,"10.5 hr day, excuse me if I getting a bit silly. #itsbananasyo @ Southwest Airlines at TPA https://t.co/EyQJmU3JRB",negative
927302563925504000,United States,city,"Chicago, IL",Chicago,2017-11-01,"(1/2) You know @SouthwestAir, if you flew to @SWFairport, first my flight to #LGA  wouldn't be delayed. Second, I'd be on the flight to #SWF",negative
927305103157030912,United States,city,"Paradise, NV",Paradise,2017-11-01,@SouthwestAir I expect some form of compensation for a 2 hour delay for another maintenance delay.  Beyond frustrating.,negative
927324043681943552,United States,city,"Austin, TX",Austin,2017-11-01,Thanks to @SouthwestAir for getting me in and out of #Austin  for @votolatino's #VLPowerSummit .... Now time to go https://t.co/k2AUAV4Z91,neutral
927324067891499009,United States,city,"Berkeley, MO",Berkeley,2017-11-01,Delayed in STL for 4 hours bec of 30sec of sleet..theyve flown in mechanics from ORD to check the planes. Still no update.. @SouthwestAir,negative
927324905581899776,United States,city,"Henderson, NV",Henderson,2017-11-01,"Pull advertising from NFL or we will fly another airline. U are picking the wrong side, u need to be on the Vets si https://t.co/2S4J2F2VkG",negative
927325362534543365,United States,city,"Portland, OR",Portland,2017-11-01,@jpsays @SouthwestAir Damn,negative
927325490888740865,United States,city,"Houston, TX",Houston,2017-11-01,Dear @SouthwestAir: radio silence on the #HOU situation is stressful. Was I rebooked automatically?,negative
927326868553871360,United States,city,"Surprise, AZ",Surprise,2017-11-01,Flags fly free #AZvsSF @SouthwestAir,positive
927327721692286981,United States,city,"Spring Hill, TN",Spring Hill,2017-11-01,Today I witnessed top notch customer service by @SouthwestAir to ensure this customer deplaned to their gate. https://t.co/xmv8NPiYSg,positive
927327864667738112,United States,city,"Grawn, MI",Grawn,2017-11-01,Why in the hell is @deltas flight prices $1000 more expensive than @SouthwestAirs prices over the new year?! Wowser!!,negative
927327988659773440,United States,city,"Milwaukee, WI",Milwaukee,2017-11-01,Hey @SouthwestAir why all the delays at MKE tonight??? #justwanttogohome,negative
927330222181048320,United States,city,"Los Angeles, CA",Los Angeles,2017-11-01,Why are 100+ people on @SouthwestAir waiting for 30 for 40+ min!?,neutral
927330509662969857,United States,neighborhood,"Murray Hill, Milwaukee",Murray Hill,2017-11-01,Operating as originally planned would have been great IF YOH HAD BOTHERED TO MAKE THAT INFORMATION PUBLIC. YOUR OWN https://t.co/vcA418pFbE,neutral
927331237198524416,United States,neighborhood,"Murray Hill, Milwaukee",Murray Hill,2017-11-01,The boarding pass I printed AT THE AIRPORT said 2:45 boarding. YOUR PLANE TOOK OFF AT 2:25. @SouthwestAir,neutral
927331704007745538,United States,city,"College Park, GA",College Park,2017-11-01,"@SouthwestAir flight attendant made me check my carry on, which I didnt in the 1stplace bc the type of bag. And it https://t.co/8aZ3dHAmYP",neutral
927331982241161216,United States,city,"Berkeley, MO",Berkeley,2017-11-01,"@JohnELaw619 @SouthwestAir Ha, those are all alerts that I never clicked on. Guessing 50/50 chance well be forced https://t.co/9VOHXMnKoz",positive
927333398279946240,United States,city,"Los Angeles, CA",Los Angeles,2017-11-01,.@SouthwestAir: Horrible Customer Service. Getting moved from flights with no customer service reason from Noon to 830pm is ridiculous! ,negative
927335028031442944,United States,admin,"Kentucky, USA",Kentucky,2017-11-01,@SouthwestAir how can a flight out of Cincinnati to bwi be delayed almost 5 hours now #unacceptable,negative
927335994797559808,United States,city,"Austin, TX",Austin,2017-11-01,Thanks @SouthwestAir for getting us to and from #Austin for @VotoLatino's #VLPowerSummit!  https://t.co/DO9hUgADO8,neutral
927337465127538689,United States,poi,Dallas Love Field (DAL),Dallas Love Field (DAL),2017-11-01,"My wife and I are at @DallasLoveField and have a 5 hour delay. No worries though, we are in good spirits. As you c https://t.co/gleTW4lXSr",negative
927337893705781249,United States,city,"Town 'n' Country, FL",Town 'n' Country,2017-11-01,Hockey trip complete.  Waiting @FlyTPA for @SouthwestAir flight.  I couldn't leave without catching a sunset.  98 d https://t.co/5x4oW9xlk1,neutral
927338433764298752,United States,city,"Severn, MD",Severn,2017-11-01,. @SouthwestAir Thanks for a great flight. Flight 4725 Atlanta to Bwi  #swa #flight #11Alive quickflight https://t.co/cU0l6dEYki,positive
927340419641376768,United States,city,"San Antonio, TX",San Antonio,2017-11-01,@DLUNA123 @SouthwestAir Thats why you should go with  @FlyFrontier  @SouthwestAir ruined our Sunday funday!!! #nobueno,negative
927341569644089345,United States,city,"Severn, MD",Severn,2017-11-01,".@SouthwestAir, suppose to take off at 7:40pm for TPA...no one is telling us why were just sitting here... https://t.co/8G7tmSHAkT",neutral
927341831658070016,United States,city,"Severn, MD",Severn,2017-11-01,".@SouthwestAir, we were supposed to take off at 7:40pm for TPA...no one is telling us why were just sitting here.. https://t.co/07WKO62IHt",neutral
927342643432099842,United States,admin,"Georgia, USA",Georgia,2017-11-01,Thanks to @SouthwestAir for getting me on a direct flight so I can be at #APHA2017 4 hours ahead of schedule in #ATL. ,neutral
927342670669852672,United States,city,"Severn, MD",Severn,2017-11-01,".@SouthwestAir, finally found out why after 30 min...no captain... ...thatssssssss good.",positive
927342951549857792,United States,poi,Chicago Midway International Airport (MDW),Chicago Midway International Airport (MDW),2017-11-01,"Hey @SouthwestAir, a last-minute 3-hour delay means getting to Dallas at midnight instead of 9, but I can't get a cab voucher or something?",negative
927343623762599936,United States,poi,General Mitchell International Airport (MKE),General Mitchell International Airport (MKE),2017-11-01,Seattle bound take 2! #SeattleOrBust @CoreNetChicago @CoreNetGlobal @SouthwestAir #businessdevelopment life https://t.co/suvxT7sr37,neutral
927345739847516161,Mexico,city,"Yauhquemecan, Tlaxcala",Yauhquemecan,2017-11-01,"We always enjoy our @southwestair! Also, go Astros! #southwest #astros @ Aeropuerto Puerto Vallarta https://t.co/zJrmRNsGzG",positive
927346690935349248,United States,city,"San Francisco, CA",San Francisco,2017-11-01,@SouthwestAir Please please bring back SFO nonstop to MKE. Or Oakland to MKE. Wisconsinites with kids in the Bay Area are suffering! ,negative
927347337680343040,United States,city,"Berkeley, MO",Berkeley,2017-11-01,@JohnELaw619 @SouthwestAir Update: now 5 1/2 hours delayed (as a result of a 30 minute storm). If BLK isnt at work https://t.co/tWsvWd5zy1,neutral
927350807011438592,United States,city,"Berkeley, MO",Berkeley,2017-11-01,@SouthwestAir Now u cancel my flight!???  FU SW!!!!!!,neutral
927352722109722625,United States,city,"Berkeley, MO",Berkeley,2017-11-01,@SouthwestAir this is ridiculous. They knew the pilot had to be on land by 9pm but here we are without a pilot. https://t.co/F4DWd28DSr,negative
927353636753235968,United States,poi,Omaha Eppley Airfield (OMA),Omaha Eppley Airfield (OMA),2017-11-01,@SouthwestAir Thanks for the shout-out on our plane back home to Chicago!!! #DPUvb,neutral
927354208248107008,United States,city,"Austin, TX",Austin,2017-11-01,"Safe to say we had the best weekend, ever. Thank you, thank you, thank you @SouthwestAir  @liveinvineyard https://t.co/YezozuSIcR",positive
927355539641847809,United States,city,"Coppell, TX",Coppell,2017-11-01,@SouthwestAir It is tremendously helpful. Great visibility for gate info walking through the concourse. Loved the s https://t.co/zuWbiBxvIw,positive
927355745225592834,United States,poi,Denver International Airport (DEN),Denver International Airport (DEN),2017-11-01,Thx to Nerissa/Gate37 @SouthwestAir in DEN for being in a great mood &amp; making sure i was taken care of after a long day of cancellations!,positive
927356575852965890,United States,city,"Raleigh, NC",Raleigh,2017-11-01,Southwest Airlines flight departing RDU. #rdu #airplane @ Raleigh-Durham International Airport https://t.co/VAfXRl9Ynr,neutral
927357314650312704,United States,city,"Berkeley, MO",Berkeley,2017-11-01,@SouthwestAir It was a 30 minute storm. Hard to believe a 30 minute storm caused a now 6 hour delay w/o significant errors on SWs part,negative
927357334585729024,United States,city,"Henderson, NV",Henderson,2017-11-01,Plz STOP  advertising with NFL &amp; stand &amp; support all VetsOur family of military CAN  &amp; will fly another airline https://t.co/hWHRYspj55,positive
927357664513978368,United States,city,"Burbank, CA",Burbank,2017-11-01,"@southwestair 6435, you didnt clear me by much. @ Hollywood Burbank Airport - BUR https://t.co/Z3OLNlir5k",positive
927357719669026816,United States,city,"Berkeley, MO",Berkeley,2017-11-01,@SouthwestAir Especially when we were told multiple times throughout the delay that the flight would be leaving soon,negative
927359517414842369,United States,poi,Terminal 2 Baggage Claim,Terminal 2 Baggage Claim,2017-11-01,@southwestair you have a customer service nightmare in baggage claim get your employees help,negative
927359842309869568,United States,city,"Berkeley, MO",Berkeley,2017-11-01,@SouthwestAir Sorry but no excuse for not knowing approx how long the delay would be when the cause was too few cre https://t.co/sgsaucDjJj,negative
927360613789007872,United States,city,"Los Angeles, CA",Los Angeles,2017-11-01,I will never EVER fly @SouthwestAir again Over 12 hours waiting on standby after my flight cancelled and they dont want to give me a #taxi,neutral
927361438582161408,United States,admin,"Colorado, USA",Colorado,2017-11-01,.@SouthwestAir attendant said you can't wear a baby carrier during takeoff b/c it's better if my daughter flies thru cabin during turbulence,positive
927361480684601344,United States,poi,Chicago Midway International Airport (MDW),Chicago Midway International Airport (MDW),2017-11-01,"@SouthwestAir Uughh! Ur my fav but did u just change gate, made no announcement, &amp; leave me at the gate &amp; Ive been here for 2 1/2 hrs?!? ",positive
927361504516636672,United States,city,"Washington, DC",Washington,2017-11-01,4 drink coupons ?? Im wit it @SouthwestAir thanks !! https://t.co/yPluO6DVVg,neutral
927362265740922886,United States,city,"Kenner, LA",Kenner,2017-11-01,"Hey @SouthwestAir, can you tell me why flight 656, MSY to TPA, is delayed?",negative
927362649251368961,United States,city,"Houston, TX",Houston,2017-11-01,A bit delay but sure that @SouthwestAir is getting me back to DC safe &amp; soon #LuvSWA https://t.co/n1i6Ai6wey,neutral
927363698838200320,United States,city,"Irving, TX",Irving,2017-11-01,@SouthwestAir I dont know if thats possible. Im already pretty much SWA exclusive LOL ,positive
927364408564703233,United States,city,"Severn, MD",Severn,2017-11-01,@SouthwestAir - any explanation for why flight 3540 out of BWI to BOS was delayed from 10:50 to 12:15?,negative
927365042273632256,United States,city,"San Jose, CA",San Jose,2017-11-01,"I dont mind flying @SouthwestAir when flying solo, but I literally am never anything earlier than C group. Ever. https://t.co/CF4pQgQPq4",neutral
927365208527351809,United States,city,"San Jose, CA",San Jose,2017-11-01,"I dont mind flying @SouthwestAir when flying solo, but I literally am never anything earlier than C group. Ever. https://t.co/bGPzgKq05Y",neutral
927365350882021376,United States,city,"San Jose, CA",San Jose,2017-11-01,"I dont mind flying @SouthwestAir when flying solo, but I literally am never anything earlier than C group. Ever. O https://t.co/fDgmiL7VYu",neutral
927366327123218432,United States,city,"Fort Worth, TX",Fort Worth,2017-11-01,@Sheena_Kadi @TenorsMusic @SouthwestAir Sure hope they sang for you too! #MyForeverBand,neutral
927367844848984065,United States,admin,"Virginia, USA",Virginia,2017-11-01,Best way to start off the week of Veterans Day? Seeing an honor flight at @BWI_Airport  coming in on @SouthwestAir. Living heroes.,positive
927368811229020161,United States,city,"Paradise, NV",Paradise,2017-11-01,@SouthwestAir Rodney at LAS was awesome!! Huge shoutout to him!,positive
927369218793730048,United States,admin,"Colorado, USA",Colorado,2017-11-01,"I do, however, appreciate the @united crew on my return flight being helpful with my child and not taking https://t.co/zWIIlpU3DR",positive
927369660059697152,United States,city,"Phoenix, AZ",Phoenix,2017-11-01,The seat next to me and my 2 year old is always the last one to fill! I encourage him to sing during boarding. https://t.co/ZpcP8KriJW,positive
927370294930673664,United States,admin,"Kentucky, USA",Kentucky,2017-11-01,@SouthwestAir yall got to do better then this smh  highly disappointed,neutral
927371763415224321,United States,admin,"Georgia, USA",Georgia,2017-11-01,Thanks to @SouthwestAir for the #giftcard headed to #Houston in January #travel #wanderlust #liveradiantly #tyegerroams,neutral
927372264462467074,United States,city,"Fresno, CA",Fresno,2017-11-01,Pretty sure I just saw a dude kidnap his grandma in a @SouthwestAir commercial #weird,neutral
927377573792722944,United States,city,"Mountain View, CA",Mountain View,2017-11-01,Hell yaaaaa!!!!! https://t.co/qxGTqccjVr,negative
927379296867569665,United States,city,"San Jose, CA",San Jose,2017-11-01,"I'm at Southwest Airlines Ticket Counter in San Jose, CA https://t.co/BIr1ym9QNq",neutral
927379320598876161,United States,city,"Berkeley, MO",Berkeley,2017-11-01,@SouthwestAir So after my flight was supposed to leave at 2:15 I have been waiting to get my bag for the past 2 hou https://t.co/AmA1BXVSet,neutral
927379562555756545,United States,city,"Charlotte, NC",Charlotte,2017-11-01,@SouthwestAir no beverage service on my flight from BWI to CLT #parched #thirsty,neutral
